season,player_id,player,team,gp,mpg,ppg,rpg,apg,spg,bpg,jersey,all_nba,all_defense,champion,mvp,dpoy,roy
2024-25,1630558,Davion Mitchell,MIA,30,31.6,10.3,2.7,5.3,1.4,0.3,45,,,False,False,False,False
2024-25,1629130,Duncan Robinson,MIA,74,24.1,11.0,2.3,2.4,0.5,0.1,55,,,False,False,False,False
2024-25,1629312,Haywood Highsmith,MIA,74,24.6,6.5,3.4,1.5,0.9,0.5,24,,,False,False,False,False
2024-25,1631170,Jaime Jaquez Jr.,MIA,66,20.7,8.6,4.4,2.5,0.9,0.2,11,,,False,False,False,False
2024-25,202710,Jimmy Butler III,MIA,25,30.6,17.0,5.2,4.8,1.1,0.4,22,,,False,False,False,False
2024-25,1642276,Kel'el Ware,MIA,64,22.2,9.3,7.4,0.9,0.6,1.1,7,,,False,False,False,False
2024-25,201567,Kevin Love,MIA,23,10.9,5.3,4.1,1.0,0.7,0.2,42,,,False,False,False,False
2024-25,203937,Kyle Anderson,MIA,25,18.4,6.7,3.8,2.6,0.6,0.5,20,,,False,False,False,False
2024-25,1631107,Nikola Jović,MIA,46,25.1,10.7,3.9,2.8,0.8,0.3,5,,,False,False,False,False
2024-25,1641796,Pelle Larsson,MIA,55,14.2,4.6,1.7,1.2,0.6,0.1,9,,,False,False,False,False
2024-25,1626179,Terry Rozier,MIA,64,25.9,10.6,3.7,2.6,0.6,0.2,2,,,False,False,False,False
2024-25,1629639,Tyler Herro,MIA,77,35.4,23.9,5.2,5.5,0.9,0.2,14,,,False,False,False,False
2024-25,1631260,AJ Green,MIL,73,22.7,7.4,2.4,1.5,0.5,0.1,20,,,False,False,False,False
2024-25,1641748,Andre Jackson Jr.,MIL,67,14.6,3.4,2.7,1.2,0.5,0.2,44,,,False,False,False,False
2024-25,1626171,Bobby Portis Jr.,MIL,49,25.4,13.9,8.4,2.1,0.7,0.5,9,,,False,False,False,False
2024-25,201572,Brook Lopez,MIL,80,31.8,13.0,5.0,1.8,0.6,1.9,11,,,False,False,False,False
2024-25,203081,Damian Lillard,MIL,58,36.1,24.9,4.7,7.1,1.2,0.2,0,,,False,False,False,False
2024-25,1626153,Delon Wright,MIL,26,15.6,2.5,1.8,1.8,0.9,0.3,55,,,False,False,False,False
2024-25,1629018,Gary Trent Jr.,MIL,74,25.6,11.1,2.3,1.2,1.0,0.1,5,,,False,False,False,False
2024-25,203507,Giannis Antetokounmpo,MIL,67,34.2,30.4,11.9,6.5,0.9,1.2,34,1,,False,False,False,False
2024-25,1629645,Kevin Porter Jr.,MIL,30,19.9,11.7,3.9,3.7,1.3,0.1,3,,,False,False,False,False
2024-25,203114,Khris Middleton,MIL,23,23.2,12.6,3.7,4.4,0.7,0.2,22,,,False,False,False,False
2024-25,1628398,Kyle Kuzma,MIL,33,31.8,14.5,5.6,2.2,0.5,0.4,18,,,False,False,False,False
2024-25,1626192,Pat Connaughton,MIL,41,14.7,5.3,2.7,1.7,0.2,0.3,24,,,False,False,False,False
2024-25,1631157,Ryan Rollins,MIL,56,14.6,6.2,1.9,1.9,0.8,0.3,13,,,False,False,False,False
2024-25,1627752,Taurean Prince,MIL,80,27.1,8.2,3.6,1.9,1.0,0.2,12,,,False,False,False,False
2024-25,1630162,Anthony Edwards,MIN,79,36.3,27.6,5.7,4.5,1.2,0.6,5,2,,False,False,False,False
2024-25,1628978,Donte DiVincenzo,MIN,62,25.9,11.7,3.7,3.6,1.2,0.3,0,,,False,False,False,False
2024-25,1630183,Jaden McDaniels,MIN,82,31.9,12.2,5.7,2.0,1.3,0.9,3,,,False,False,False,False
2024-25,1641740,Jaylen Clark,MIN,40,13.0,4.1,1.3,0.7,0.9,0.1,22,,,False,False,False,False
2024-25,203944,Julius Randle,MIN,69,32.3,18.7,7.1,4.7,0.7,0.2,30,,,False,False,False,False
2024-25,201144,Mike Conley,MIN,71,24.7,8.2,2.6,4.5,1.1,0.2,10,,,False,False,False,False
2024-25,1629675,Naz Reid,MIN,80,27.5,14.2,6.0,2.3,0.7,0.9,11,,,False,False,False,False
2024-25,1629638,Nickeil Alexander-Walker,MIN,82,25.3,9.4,3.2,2.7,0.6,0.4,9,,,False,False,False,False
2024-25,1642265,Rob Dillingham,MIN,49,10.5,4.5,1.0,2.0,0.4,0.0,4,,,False,False,False,False
2024-25,203497,Rudy Gobert,MIN,72,33.2,12.0,10.9,1.8,0.8,1.4,27,,2,False,False,False,False
2024-25,1630545,Terrence Shannon Jr,MIN,32,10.6,4.3,1.5,1.0,0.2,0.2,0,,,False,False,False,False
2024-25,1641810,Antonio Reeves,NOP,44,15.0,6.9,1.4,0.9,0.5,0.1,12,,,False,False,False,False
2024-25,1630527,Brandon Boston Jr.,NOP,42,23.6,10.7,3.2,2.2,1.3,0.2,11,,,False,False,False,False
2024-25,1627742,Brandon Ingram,NOP,18,33.1,22.2,5.6,5.2,0.9,0.6,14,,,False,False,False,False
2024-25,1628971,Bruce Brown,NOP,23,24.7,8.2,4.2,2.4,0.7,0.3,0,,,False,False,False,False
2024-25,203468,CJ McCollum,NOP,56,32.7,21.1,3.8,4.1,0.8,0.4,3,,,False,False,False,False
2024-25,1628464,Daniel Theis,NOP,38,16.3,4.3,4.3,1.6,0.5,0.5,10,,,False,False,False,False
2024-25,1627749,Dejounte Murray,NOP,31,32.7,17.5,6.5,7.4,2.0,0.4,5,,,False,False,False,False
2024-25,203901,Elfrid Payton,NOP,18,21.5,4.4,3.7,8.1,1.0,0.4,4,,,False,False,False,False
2024-25,1630529,Herbert Jones,NOP,20,32.4,10.3,3.9,3.3,1.9,0.5,2,,,False,False,False,False
2024-25,1631288,Jamal Cain,NOP,37,13.6,5.3,2.3,0.6,0.6,0.2,8,,,False,False,False,False
2024-25,1629750,Javonte Green,NOP,50,21.8,5.8,3.6,0.9,1.1,0.6,4,,,False,False,False,False
2024-25,1630526,Jeremiah Robinson-Earl,NOP,66,18.8,6.3,4.8,1.3,0.6,0.1,50,,,False,False,False,False
2024-25,1641722,Jordan Hawkins,NOP,56,23.6,10.8,2.8,1.2,0.5,0.4,24,,,False,False,False,False
2024-25,1630631,Jose Alvarado,NOP,56,24.4,10.3,2.4,4.6,1.3,0.3,15,,,False,False,False,False
2024-25,1631255,Karlo Matković,NOP,42,18.8,7.7,5.0,1.1,0.5,1.0,17,,,False,False,False,False
2024-25,203482,Kelly Olynyk,NOP,20,25.4,10.7,5.9,3.6,0.9,0.6,13,,,False,False,False,False
2024-25,1641998,Trey Jemison III,NOP,16,10.4,2.4,2.8,0.6,0.4,0.4,55,,,False,False,False,False
2024-25,1630530,Trey Murphy III,NOP,53,35.0,21.2,5.1,3.5,1.1,0.7,25,,,False,False,False,False
2024-25,1642274,Yves Missi,NOP,73,26.8,9.1,8.2,1.4,0.5,1.3,21,,,False,False,False,False
2024-25,1629627,Zion Williamson,NOP,30,28.6,24.6,7.2,5.3,1.2,0.9,1,,,False,False,False,False
2024-25,1626166,Cameron Payne,NYK,72,15.1,6.9,1.4,2.8,0.5,0.2,1,,,False,False,False,False
2024-25,1628973,Jalen Brunson,NYK,65,35.4,26.0,2.9,7.3,0.9,0.1,11,2,,False,False,False,False
2024-25,1630579,Jericho Sims,NYK,39,10.8,1.6,3.3,0.6,0.2,0.3,20,,,False,False,False,False
2024-25,1628404,Josh Hart,NYK,77,37.6,13.6,9.6,5.9,1.5,0.4,3,,,False,False,False,False
2024-25,1626157,Karl-Anthony Towns,NYK,72,35.0,24.4,12.8,3.1,1.0,0.7,32,3,,False,False,False,False
2024-25,1629013,Landry Shamet,NYK,50,15.2,5.7,1.2,0.5,0.5,0.0,44,,,False,False,False,False
2024-25,1628969,Mikal Bridges,NYK,82,37.0,17.6,3.2,3.7,0.9,0.5,25,,,False,False,False,False
2024-25,1630540,Miles McBride,NYK,64,24.9,9.5,2.5,2.9,1.0,0.3,2,,,False,False,False,False
2024-25,1629011,Mitchell Robinson,NYK,17,17.1,5.1,5.9,0.8,0.9,1.1,23,,,False,False,False,False
2024-25,1628384,OG Anunoby,NYK,74,36.6,18.0,4.8,2.2,1.5,0.9,8,,,False,False,False,False
2024-25,1630173,Precious Achiuwa,NYK,57,20.5,6.6,5.6,1.0,0.8,0.7,5,,,False,False,False,False
2024-25,1630598,Aaron Wiggins,OKC,76,22.9,12.0,3.9,1.8,0.8,0.2,21,,,True,False,False,False
2024-25,1642349,Ajay Mitchell,OKC,36,16.6,6.5,1.9,1.8,0.7,0.1,25,,,True,False,False,False
2024-25,1627936,Alex Caruso,OKC,54,19.3,7.1,2.9,2.5,1.6,0.6,9,,,True,False,False,False
2024-25,1641717,Cason Wallace,OKC,68,27.6,8.4,3.4,2.5,1.8,0.5,22,,,True,False,False,False
2024-25,1631096,Chet Holmgren,OKC,32,27.4,15.0,8.0,2.0,0.7,2.2,7,,,True,False,False,False
2024-25,1641794,Dillon Jones,OKC,54,10.2,2.5,2.2,1.1,0.3,0.1,3,,,True,False,False,False
2024-25,1628392,Isaiah Hartenstein,OKC,57,27.9,11.2,10.7,3.8,0.8,1.1,55,,,True,False,False,False
2024-25,1630198,Isaiah Joe,OKC,74,21.7,10.2,2.6,1.6,0.6,0.1,11,,,True,False,False,False
2024-25,1631114,Jalen Williams,OKC,69,32.4,21.6,5.3,5.1,1.6,0.7,8,3,2,True,False,False,False
2024-25,1631119,Jaylin Williams,OKC,47,16.7,5.9,5.6,2.6,0.5,0.6,6,,,True,False,False,False
2024-25,1629026,Kenrich Williams,OKC,69,16.4,6.3,3.5,1.4,0.6,0.1,34,,,True,False,False,False
2024-25,1629652,Luguentz Dort,OKC,71,29.2,10.1,4.2,1.6,1.1,0.5,5,,1,True,False,False,False
2024-25,1631172,Ousmane Dieng,OKC,37,10.9,3.8,2.2,0.8,0.5,0.2,13,,,True,False,False,False
2024-25,1628983,Shai Gilgeous-Alexander,OKC,76,34.2,32.7,5.0,6.4,1.7,1.0,2,1,,True,True,False,False
2024-25,1641710,Anthony Black,ORL,78,24.2,9.4,2.9,3.1,1.1,0.6,0,,,False,False,False,False
2024-25,1631216,Caleb Houstan,ORL,58,13.6,4.1,1.3,0.6,0.4,0.1,2,,,False,False,False,False
2024-25,1630175,Cole Anthony,ORL,67,18.4,9.4,3.0,2.9,0.7,0.5,50,,,False,False,False,False
2024-25,202709,Cory Joseph,ORL,50,12.2,3.5,1.5,1.4,0.5,0.1,10,,,False,False,False,False
2024-25,1630532,Franz Wagner,ORL,60,33.7,24.2,5.7,4.7,1.3,0.4,22,,,False,False,False,False
2024-25,203914,Gary Harris,ORL,48,14.8,3.0,1.3,0.6,0.5,0.3,14,,,False,False,False,False
2024-25,1629048,Goga Bitadze,ORL,70,20.4,7.2,6.6,2.0,0.7,1.4,35,,,False,False,False,False
2024-25,1630591,Jalen Suggs,ORL,35,28.6,16.2,4.1,3.7,1.5,0.9,4,,,False,False,False,False
2024-25,1641724,Jett Howard,ORL,60,11.7,4.5,1.2,0.7,0.2,0.2,13,,,False,False,False,False
2024-25,1628371,Jonathan Isaac,ORL,71,15.4,5.4,4.4,0.6,0.9,1.1,1,,,False,False,False,False
2024-25,203484,Kentavious Caldwell-Pope,ORL,77,29.6,8.7,2.2,1.8,1.3,0.4,3,,,False,False,False,False
2024-25,1629021,Moritz Wagner,ORL,30,18.8,12.9,4.9,1.4,0.8,0.4,21,,,False,False,False,False
2024-25,1631094,Paolo Banchero,ORL,46,34.4,25.9,7.5,4.8,0.8,0.6,5,,,False,False,False,False
2024-25,1630243,Trevelin Queen,ORL,31,13.9,4.9,1.7,1.2,1.0,0.3,12,,,False,False,False,False
2024-25,1641783,Tristan da Silva,ORL,74,22.0,7.2,3.3,1.5,0.4,0.2,23,,,False,False,False,False
2024-25,1628976,Wendell Carter Jr.,ORL,68,25.9,9.1,7.2,2.0,0.8,0.6,34,,,False,False,False,False
2024-25,1641737,Adem Bona,PHI,58,15.6,5.8,4.2,0.5,0.4,1.2,30,,,False,False,False,False
2024-25,203083,Andre Drummond,PHI,40,18.8,7.3,7.8,0.9,1.0,0.5,1,,,False,False,False,False
2024-25,1628997,Caleb Martin,PHI,31,30.4,9.1,4.4,2.2,1.1,0.6,16,,,False,False,False,False
2024-25,201569,Eric Gordon,PHI,39,19.7,6.8,1.2,1.7,0.7,0.3,23,,,False,False,False,False
2024-25,1627824,Guerschon Yabusele,PHI,70,27.1,11.0,5.6,2.1,0.8,0.3,28,,,False,False,False,False
2024-25,1630215,Jared Butler,PHI,28,24.3,11.5,2.5,4.9,1.1,0.3,12,,,False,False,False,False
2024-25,1642272,Jared McCain,PHI,23,25.7,15.3,2.4,2.6,0.7,0.0,20,,,False,False,False,False
2024-25,1630288,Jeff Dowtin Jr.,PHI,41,15.1,7.0,1.5,1.9,0.6,0.3,11,,,False,False,False,False
2024-25,203954,Joel Embiid,PHI,19,30.2,23.8,8.2,4.5,0.7,0.9,21,,,False,False,False,False
2024-25,1642348,Justin Edwards,PHI,44,26.2,10.1,3.4,1.6,1.0,0.4,19,,,False,False,False,False
2024-25,1630231,KJ Martin,PHI,24,20.0,6.4,3.0,0.8,0.5,0.7,1,,,False,False,False,False
2024-25,1626162,Kelly Oubre Jr.,PHI,60,34.6,15.1,6.1,1.8,1.5,0.5,9,,,False,False,False,False
2024-25,200768,Kyle Lowry,PHI,35,18.8,3.9,1.9,2.7,0.9,0.3,7,,,False,False,False,False
2024-25,1629022,Lonnie Walker IV,PHI,20,23.8,12.4,3.2,2.5,0.5,0.3,16,,,False,False,False,False
2024-25,202331,Paul George,PHI,41,32.5,16.2,5.3,4.3,1.8,0.5,8,,,False,False,False,False
2024-25,1629656,Quentin Grimes,PHI,28,33.7,21.9,5.2,4.5,1.5,0.4,5,,,False,False,False,False
2024-25,202704,Reggie Jackson,PHI,31,12.4,4.4,1.4,1.5,0.5,0.1,0,,,False,False,False,False
2024-25,1641741,Ricky Council IV,PHI,73,17.1,7.3,2.9,1.3,0.4,0.2,14,,,False,False,False,False
2024-25,1630178,Tyrese Maxey,PHI,52,37.7,26.3,3.3,6.1,1.8,0.4,0,,,False,False,False,False
2024-25,1629626,Bol Bol,PHX,36,12.5,6.8,2.9,0.6,0.3,0.7,11,,,False,False,False,False
2024-25,203078,Bradley Beal,PHX,53,32.1,17.0,3.3,3.7,1.1,0.5,3,,,False,False,False,False
2024-25,1631221,Collin Gillespie,PHX,33,14.0,5.9,2.4,2.4,0.6,0.2,12,,,False,False,False,False
2024-25,1626164,Devin Booker,PHX,75,37.3,25.6,4.1,7.1,0.9,0.2,1,,,False,False,False,False
2024-25,1628960,Grayson Allen,PHX,64,24.1,10.6,3.0,2.1,0.8,0.3,8,,,False,False,False,False
2024-25,1629006,Josh Okogie,PHX,25,14.0,6.0,2.9,0.6,0.8,0.4,2,,,False,False,False,False
2024-25,203994,Jusuf Nurkić,PHX,25,23.7,8.6,9.2,1.9,0.9,0.6,20,,,False,False,False,False
2024-25,201142,Kevin Durant,PHX,62,36.5,26.6,6.0,4.2,0.8,1.2,35,,,False,False,False,False
2024-25,203486,Mason Plumlee,PHX,74,17.6,4.5,6.1,1.8,0.4,0.6,22,,,False,False,False,False
2024-25,1628420,Monte Morris,PHX,45,12.7,5.2,1.5,1.6,0.4,0.1,23,,,False,False,False,False
2024-25,1630208,Nick Richards,PHX,36,22.7,9.5,8.6,0.6,0.2,0.8,2,,,False,False,False,False
2024-25,1642345,Oso Ighodaro,PHX,61,17.1,4.2,3.6,1.2,0.5,0.5,4,,,False,False,False,False
2024-25,1626220,Royce O'Neale,PHX,75,24.5,9.1,4.7,2.2,0.9,0.4,0,,,False,False,False,False
2024-25,1642346,Ryan Dunn,PHX,74,19.1,6.9,3.6,0.8,0.6,0.5,0,,,False,False,False,False
2024-25,1626145,Tyus Jones,PHX,81,26.8,10.2,2.4,5.3,0.9,0.1,21,,,False,False,False,False
2024-25,1629014,Anfernee Simons,POR,70,32.7,19.3,2.7,4.8,0.9,0.1,1,,,False,False,False,False
2024-25,1630625,Dalano Banton,POR,67,16.7,8.3,2.0,2.4,0.6,0.5,5,,,False,False,False,False
2024-25,1629028,Deandre Ayton,POR,40,30.1,14.4,10.2,1.6,0.8,1.0,2,,,False,False,False,False
2024-25,1630166,Deni Avdija,POR,72,30.0,16.9,7.3,3.9,1.0,0.5,8,,,False,False,False,False
2024-25,1642270,Donovan Clingan,POR,67,19.8,6.5,7.9,1.1,0.5,1.6,23,,,False,False,False,False
2024-25,1641871,Duop Reath,POR,46,10.2,4.2,2.0,0.6,0.3,0.3,26,,,False,False,False,False
2024-25,1631133,Jabari Walker,POR,60,12.5,5.2,3.5,0.6,0.6,0.1,34,,,False,False,False,False
2024-25,203924,Jerami Grant,POR,47,32.4,14.4,3.5,2.1,0.9,1.0,9,,,False,False,False,False
2024-25,1631200,Kris Murray,POR,69,15.1,4.2,2.6,1.0,0.5,0.2,24,,,False,False,False,False
2024-25,1629680,Matisse Thybulle,POR,15,20.8,7.5,3.5,1.9,2.2,0.6,4,,,False,False,False,False
2024-25,1629057,Robert Williams III,POR,20,17.6,5.8,5.9,1.1,0.7,1.7,35,,,False,False,False,False
2024-25,1630703,Scoot Henderson,POR,66,26.7,12.7,3.0,5.1,1.0,0.2,0,,,False,False,False,False
2024-25,1631101,Shaedon Sharpe,POR,72,31.3,18.5,4.5,2.8,0.9,0.2,17,,,False,False,False,False
2024-25,1641739,Toumani Camara,POR,78,32.7,11.3,5.8,2.2,1.5,0.6,33,,2,False,False,False,False
2024-25,1628368,De'Aaron Fox,SAC,45,37.0,25.0,5.0,6.1,1.5,0.4,5,,,False,False,False,False
2024-25,201942,DeMar DeRozan,SAC,77,35.9,22.2,3.9,4.4,0.8,0.4,10,,,False,False,False,False
2024-25,1642269,Devin Carter,SAC,36,11.0,3.8,2.1,1.1,0.6,0.1,22,,,False,False,False,False
2024-25,1627734,Domantas Sabonis,SAC,70,34.7,19.1,13.9,6.0,0.7,0.4,11,,,False,False,False,False
2024-25,1631222,Jake LaRavia,SAC,19,19.3,6.1,2.8,1.3,0.9,0.2,33,,,False,False,False,False
2024-25,202685,Jonas Valanciunas,SAC,32,16.9,8.7,7.0,1.8,0.5,0.6,17,,,False,False,False,False
2024-25,1631099,Keegan Murray,SAC,76,34.3,12.4,6.7,1.4,0.8,0.9,13,,,False,False,False,False
2024-25,1631165,Keon Ellis,SAC,80,24.4,8.3,2.7,1.5,1.5,0.8,23,,,False,False,False,False
2024-25,1628989,Kevin Huerter,SAC,43,20.9,7.9,2.8,1.7,0.8,0.4,9,,,False,False,False,False
2024-25,1628370,Malik Monk,SAC,65,31.6,17.2,3.8,5.6,0.9,0.6,0,,,False,False,False,False
2024-25,1626168,Trey Lyles,SAC,69,19.6,6.5,4.6,1.2,0.6,0.3,41,,,False,False,False,False
2024-25,203897,Zach LaVine,SAC,32,36.6,22.4,3.5,3.8,0.6,0.1,8,,,False,False,False,False
2024-25,202687,Bismack Biyombo,SAS,28,18.8,5.1,5.6,1.1,0.6,0.8,15,,,False,False,False,False
2024-25,1631104,Blake Wesley,SAS,58,11.8,3.7,1.1,2.0,0.6,0.1,14,,,False,False,False,False
2024-25,1629646,Charles Bassey,SAS,36,10.4,4.4,4.2,0.5,0.4,0.8,28,,,False,False,False,False
2024-25,101108,Chris Paul,SAS,82,28.0,8.8,3.6,7.4,1.3,0.3,3,,,False,False,False,False
2024-25,1628368,De'Aaron Fox,SAS,17,34.0,19.7,4.3,6.8,1.5,0.3,4,,,False,False,False,False
2024-25,1630170,Devin Vassell,SAS,64,31.0,16.3,4.0,2.9,1.3,0.5,24,,,False,False,False,False
2024-25,203084,Harrison Barnes,SAS,82,27.2,12.3,3.8,1.7,0.5,0.2,40,,,False,False,False,False
2024-25,1631110,Jeremy Sochan,SAS,54,25.3,11.4,6.5,2.4,0.8,0.5,10,,,False,False,False,False
2024-25,1630577,Julian Champagnie,SAS,82,23.6,9.9,3.9,1.4,0.7,0.4,30,,,False,False,False,False
2024-25,1629640,Keldon Johnson,SAS,77,23.9,12.7,4.8,1.6,0.6,0.3,0,,,False,False,False,False
2024-25,1630572,Sandro Mamukelashvili,SAS,61,11.2,6.3,3.1,0.8,0.4,0.3,54,,,False,False,False,False
2024-25,1642264,Stephon Castle,SAS,81,26.7,14.7,3.7,4.1,0.9,0.3,5,,,False,False,False,True
2024-25,1630200,Tre Jones,SAS,28,16.1,4.4,2.1,3.7,0.6,0.2,33,,,False,False,False,False
2024-25,1641705,Victor Wembanyama,SAS,46,33.2,24.3,11.0,3.7,1.1,3.8,1,,,False,False,False,False
2024-25,1628380,Zach Collins,SAS,36,11.8,4.6,2.8,1.4,0.4,0.4,23,,,False,False,False,False
2024-25,1630639,A.J. Lawson,TOR,26,18.7,9.1,3.3,1.2,0.5,0.2,0,,,False,False,False,False
2024-25,1628971,Bruce Brown,TOR,18,19.6,8.4,3.8,1.6,0.9,0.2,11,,,False,False,False,False
2024-25,1628449,Chris Boucher,TOR,50,17.2,10.0,4.5,0.7,0.5,0.5,25,,,False,False,False,False
2024-25,1630558,Davion Mitchell,TOR,44,24.6,6.3,1.9,4.6,0.7,0.2,45,,,False,False,False,False
2024-25,1641711,Gradey Dick,TOR,54,29.4,14.4,3.6,1.8,0.9,0.2,1,,,False,False,False,False
2024-25,1630193,Immanuel Quickley,TOR,33,27.8,17.1,3.5,5.8,0.7,0.1,5,,,False,False,False,False
2024-25,1642266,Ja'Kobe Walter,TOR,52,21.2,8.6,3.1,1.6,0.8,0.2,14,,,False,False,False,False
2024-25,1627751,Jakob Poeltl,TOR,57,29.6,14.5,9.6,2.8,1.2,1.2,19,,,False,False,False,False
2024-25,1642347,Jamal Shead,TOR,75,19.6,7.1,1.5,4.2,0.8,0.1,23,,,False,False,False,False
2024-25,1642419,Jamison Battle,TOR,59,17.7,7.1,2.7,0.9,0.3,0.2,77,,,False,False,False,False
2024-25,1642367,Jonathan Mogbo,TOR,63,20.4,6.2,4.9,2.3,0.9,0.5,2,,,False,False,False,False
2024-25,203482,Kelly Olynyk,TOR,24,16.0,7.1,3.8,2.3,0.7,0.3,41,,,False,False,False,False
2024-25,1630534,Ochai Agbaji,TOR,64,27.2,10.4,3.8,1.5,0.9,0.5,30,,,False,False,False,False
2024-25,1631115,Orlando Robinson,TOR,35,20.4,8.1,5.9,1.9,0.4,0.4,21,,,False,False,False,False
2024-25,1629628,RJ Barrett,TOR,58,32.2,21.1,6.3,5.4,0.8,0.3,9,,,False,False,False,False
2024-25,1630567,Scottie Barnes,TOR,65,32.8,19.3,7.7,5.8,1.4,1.0,4,,,False,False,False,False
2024-25,1641729,Brice Sensabaugh,UTA,71,20.2,10.9,3.0,1.5,0.6,0.1,28,,,False,False,False,False
2024-25,1642262,Cody Williams,UTA,50,21.2,4.6,2.3,1.2,0.5,0.3,5,,,False,False,False,False
2024-25,1629012,Collin Sexton,UTA,63,27.9,18.4,2.7,4.2,0.7,0.1,2,,,False,False,False,False
2024-25,1629234,Drew Eubanks,UTA,37,15.4,5.8,4.5,1.2,0.3,0.9,15,,,False,False,False,False
2024-25,1642268,Isaiah Collier,UTA,71,25.9,8.7,3.3,6.3,0.9,0.2,13,,,False,False,False,False
2024-25,1630531,Jaden Springer,UTA,17,13.2,3.8,2.0,1.4,0.7,0.2,11,,,False,False,False,False
2024-25,1628381,John Collins,UTA,40,30.5,19.0,8.2,2.0,1.0,1.0,20,,,False,False,False,False
2024-25,1630548,Johnny Juzang,UTA,64,19.8,8.9,2.9,1.1,0.6,0.1,33,,,False,False,False,False
2024-25,203903,Jordan Clarkson,UTA,37,26.0,16.2,3.2,3.7,0.8,0.2,0,,,False,False,False,False
2024-25,1630231,KJ Martin,UTA,19,22.7,6.3,2.8,1.5,0.3,0.3,99,,,False,False,False,False
2024-25,1641718,Keyonte George,UTA,67,31.5,16.8,3.8,5.6,0.7,0.1,3,,,False,False,False,False
2024-25,1642271,Kyle Filipowski,UTA,72,21.1,9.6,6.1,1.9,0.7,0.3,22,,,False,False,False,False
2024-25,1628374,Lauri Markkanen,UTA,47,31.4,19.0,5.9,1.5,0.7,0.4,23,,,False,False,False,False
2024-25,1630695,Micah Potter,UTA,38,18.6,4.3,4.3,0.8,0.4,0.4,25,,,False,False,False,False
2024-25,201988,Patty Mills,UTA,17,15.3,4.4,1.2,1.2,0.7,0.2,8,,,False,False,False,False
2024-25,1629004,Svi Mykhailiuk,UTA,38,20.0,8.8,2.4,2.0,0.5,0.2,19,,,False,False,False,False
2024-25,1631117,Walker Kessler,UTA,58,30.0,11.1,12.2,1.7,0.6,2.4,24,,,False,False,False,False
2024-25,1642358,AJ Johnson,WAS,22,27.0,9.1,2.4,3.1,0.5,0.1,5,,,False,False,False,False
2024-25,1642259,Alex Sarr,WAS,67,27.1,13.0,6.5,2.4,0.7,1.5,20,,,False,False,False,False
2024-25,1641731,Bilal Coulibaly,WAS,59,33.0,12.3,5.0,3.4,1.3,0.7,0,,,False,False,False,False
2024-25,1642267,Bub Carrington,WAS,82,30.0,9.8,4.2,4.4,0.7,0.3,8,,,False,False,False,False
2024-25,1641732,Colby Jones,WAS,15,25.7,8.7,4.3,2.5,1.3,0.4,1,,,False,False,False,False
2024-25,1630557,Corey Kispert,WAS,61,26.3,11.6,3.0,1.7,0.4,0.2,24,,,False,False,False,False
2024-25,1630215,Jared Butler,WAS,32,11.3,6.9,1.3,2.6,0.4,0.2,4,,,False,False,False,False
2024-25,202685,Jonas Valanciunas,WAS,49,20.0,11.5,8.2,2.2,0.4,0.6,17,,,False,False,False,False
2024-25,1629673,Jordan Poole,WAS,68,29.4,20.5,3.0,4.5,1.3,0.4,13,,,False,False,False,False
2024-25,1630551,Justin Champagnie,WAS,62,21.6,8.8,5.7,1.0,1.0,0.6,9,,,False,False,False,False
2024-25,1628398,Kyle Kuzma,WAS,32,27.7,15.2,5.8,2.5,0.6,0.2,33,,,False,False,False,False
2024-25,1642273,Kyshawn George,WAS,68,26.5,8.7,4.2,2.5,1.0,0.7,18,,,False,False,False,False
2024-25,1627763,Malcolm Brogdon,WAS,24,23.5,12.7,3.8,4.1,0.5,0.2,15,,,False,False,False,False
2024-25,203935,Marcus Smart,WAS,15,18.7,9.3,1.9,2.5,1.1,0.2,36,,,False,False,False,False
2024-25,1626158,Richaun Holmes,WAS,31,17.2,7.4,5.7,1.4,0.3,0.7,22,,,False,False,False,False
2024-25,1641774,Tristan Vukcevic,WAS,35,14.6,9.4,3.7,1.1,0.3,0.7,0,,,False,False,False,False
